month,day,hour,value location:56_125_gangsu
5,16,0,0
5,16,100,0
5,16,200,0
5,16,300,0
5,16,400,0
5,16,500,0
5,16,600,0
5,16,700,0
5,16,800,0
5,16,900,0
5,16,1000,0
5,16,1100,0
5,16,1200,0
5,16,1300,0
5,16,1400,0
5,16,1500,0
5,16,1600,0
5,16,1700,0
5,16,1800,0
5,16,1900,0
5,16,2000,0
5,16,2100,0
5,16,2200,0
5,16,2300,0
5,17,0,0
5,17,100,0
5,17,200,0
5,17,300,0
5,17,400,0
5,17,500,0
5,17,600,0
5,17,700,0
5,17,800,0
5,17,900,0
5,17,1000,0
5,17,1100,0
5,17,1200,0
5,17,1300,0
5,17,1400,0
5,17,1500,0
5,17,1600,0
5,17,1700,0
5,17,1800,0
5,17,1900,0
5,17,2000,0
5,17,2100,0
5,17,2200,0
5,17,2300,0
5,18,0,0
5,18,100,0
5,18,200,0
5,18,300,0
5,18,400,0
5,18,500,0
5,18,600,0
5,18,700,0
5,18,800,0
5,18,900,0
5,18,1000,0
5,18,1100,0
5,18,1200,0
5,18,1300,0
5,18,1400,0
5,18,1500,0
5,18,1600,1
5,18,1700,0.5
5,18,1800,0.5
5,18,1900,0.5
5,18,2000,0
5,18,2100,0
5,18,2200,0
5,18,2300,1
5,19,0,1
5,19,100,0.5
5,19,200,0.5
5,19,300,0
5,19,400,0.5
5,19,500,0.5
5,19,600,0.5
5,19,700,0.5
5,19,800,2
5,19,900,0.5
5,19,1000,0.5
5,19,1100,0
5,19,1200,0
5,19,1300,0
5,19,1400,0
5,19,1500,3.5
5,19,1600,2
5,19,1700,2
5,19,1800,0.5
5,19,1900,0.5
5,19,2000,0
5,19,2100,0
5,19,2200,0
5,19,2300,0
5,20,0,0
5,20,100,0
5,20,200,0
5,20,300,0
5,20,400,0
5,20,500,0
5,20,600,0
5,20,700,0
5,20,800,0
5,20,900,0
5,20,1000,0
5,20,1100,0
5,20,1200,0
5,20,1300,0
5,20,1400,0
5,20,1500,0
5,20,1600,0
5,20,1700,0
5,20,1800,0
5,20,1900,0
5,20,2000,0
5,20,2100,0
5,20,2200,0
5,20,2300,0
5,21,0,0
5,21,100,0
5,21,200,0
5,21,300,0
5,21,400,0
5,21,500,0
5,21,600,0
5,21,700,0
5,21,800,0
5,21,900,0
5,21,1000,0
5,21,1100,0
5,21,1200,0
5,21,1300,0
5,21,1400,0
5,21,1500,0
5,21,1600,0
5,21,1700,0
5,21,1800,0
5,21,1900,0
5,21,2000,0
5,21,2100,0
5,21,2200,0
5,21,2300,0
5,22,0,0
5,22,100,0
5,22,200,0
5,22,300,0
5,22,400,0
5,22,500,0
5,22,600,0
5,22,700,0
5,22,800,0
5,22,900,0
5,22,1000,0
5,22,1100,0
5,22,1200,0
5,22,1300,0
5,22,1400,0
5,22,1500,0
5,22,1600,0
5,22,1700,0
5,22,1800,0
5,22,1900,0
5,22,2000,0
5,22,2100,0
5,22,2200,0
5,22,2300,0
5,23,0,0
5,23,100,0
5,23,200,0
5,23,300,0
5,23,400,0
5,23,500,0
5,23,600,0
5,23,700,0
5,23,800,0
5,23,900,0
5,23,1000,0
5,23,1100,0
5,23,1200,0
5,23,1300,0
5,23,1400,0
5,23,1500,0
5,23,1600,0
5,23,1700,0
5,23,1800,0
5,23,1900,0
5,23,2000,0
5,23,2100,0
5,23,2200,0
5,23,2300,0
5,24,0,0
5,24,100,0
5,24,200,0
5,24,300,0
5,24,400,0
5,24,500,0
5,24,600,0
5,24,700,0
5,24,800,0
5,24,900,0
5,24,1000,0
5,24,1100,0
5,24,1200,0
5,24,1300,0
5,24,1400,0
5,24,1500,0
5,24,1600,0
5,24,1700,0
5,24,1800,0
5,24,1900,0
5,24,2000,0
5,24,2100,0
5,24,2200,0
5,24,2300,0
5,25,0,0
5,25,100,0
5,25,200,0
5,25,300,0
5,25,400,0
5,25,500,0
5,25,600,0
5,25,700,0
5,25,800,0
5,25,900,0
5,25,1000,0
5,25,1100,0
5,25,1200,0
5,25,1300,0
5,25,1400,0
5,25,1500,0
5,25,1600,0
5,25,1700,0
5,25,1800,0
5,25,1900,0
5,25,2000,0
5,25,2100,0
5,25,2200,0
5,25,2300,0
5,26,0,0
5,26,100,0
5,26,200,0
5,26,300,0
5,26,400,0
5,26,500,0
5,26,600,0
5,26,700,0
5,26,800,0
5,26,900,0
5,26,1000,0
5,26,1100,0
5,26,1200,0
5,26,1300,0
5,26,1400,0
5,26,1500,0
5,26,1600,0
5,26,1700,0
5,26,1800,0
5,26,1900,0.5
5,26,2000,1
5,26,2100,0.5
5,26,2200,1
5,26,2300,1
5,27,0,0.5
5,27,100,0.5
5,27,200,1
5,27,300,1
5,27,400,0
5,27,500,0
5,27,600,0
5,27,700,0
5,27,800,0
5,27,900,0
5,27,1000,0
5,27,1100,0
5,27,1200,0
5,27,1300,0
5,27,1400,0
5,27,1500,0
5,27,1600,0
5,27,1700,0
5,27,1800,0
5,27,1900,0
5,27,2000,0
5,27,2100,0
5,27,2200,0
5,27,2300,0
5,28,0,0
5,28,100,0
5,28,200,0
5,28,300,0
5,28,400,0
5,28,500,0
5,28,600,0
5,28,700,0
5,28,800,0
5,28,900,0
5,28,1000,0
5,28,1100,0
5,28,1200,0
5,28,1300,0
5,28,1400,0
5,28,1500,0
5,28,1600,0
5,28,1700,0
5,28,1800,0
5,28,1900,0
5,28,2000,0
5,28,2100,0
5,28,2200,0
5,28,2300,0
5,29,0,0
5,29,100,0
5,29,200,0
5,29,300,0
5,29,400,0
5,29,500,0
5,29,600,0
5,29,700,0
5,29,800,0
5,29,900,0
5,29,1000,0
5,29,1100,0
5,29,1200,0
5,29,1300,0
5,29,1400,0
5,29,1500,0
5,29,1600,0
5,29,1700,0
5,29,1800,0
5,29,1900,0
5,29,2000,0
5,29,2100,0
5,29,2200,0
5,29,2300,0
5,30,0,0
5,30,100,0
5,30,200,0
5,30,300,0
5,30,400,0
5,30,500,0
5,30,600,0
5,30,700,0
5,30,800,0
5,30,900,0
5,30,1000,0
5,30,1100,0
5,30,1200,0
5,30,1300,0
5,30,1400,0
5,30,1500,0
5,30,1600,0
5,30,1700,0
5,30,1800,0
5,30,1900,0
5,30,2000,0
5,30,2100,0
5,30,2200,0
5,30,2300,0
5,31,0,0
5,31,100,0
5,31,200,0
5,31,300,0
5,31,400,0
5,31,500,0
5,31,600,0
5,31,700,0
5,31,800,0
5,31,900,0
5,31,1000,0
5,31,1100,0
5,31,1200,0
5,31,1300,0
5,31,1400,0
5,31,1500,0
5,31,1600,0
5,31,1700,0
5,31,1800,0
5,31,1900,0
5,31,2000,0
5,31,2100,0
5,31,2200,0
5,31,2300,0
6,1,0,0
6,1,100,0
6,1,200,0
6,1,300,0
6,1,400,0
6,1,500,0
6,1,600,0
6,1,700,0
6,1,800,0
6,1,900,0
6,1,1000,0
6,1,1100,0
6,1,1200,0
6,1,1300,0
6,1,1400,0
6,1,1500,0
6,1,1600,0
6,1,1700,0
6,1,1800,0
6,1,1900,0
6,1,2000,0
6,1,2100,0
6,1,2200,0
6,1,2300,0
6,2,0,0
6,2,100,0
6,2,200,0
6,2,300,0
6,2,400,0
6,2,500,0
6,2,600,0
6,2,700,0
6,2,800,0
6,2,900,0
6,2,1000,0
6,2,1100,0
6,2,1200,0
6,2,1300,0
6,2,1400,0
6,2,1500,0
6,2,1600,0
6,2,1700,0
6,2,1800,0
6,2,1900,0
6,2,2000,0
6,2,2100,0
6,2,2200,0
6,2,2300,0
6,3,0,0
6,3,100,0
6,3,200,0
6,3,300,0
6,3,400,0
6,3,500,0
6,3,600,0
6,3,700,0
6,3,800,0
6,3,900,0
6,3,1000,0
6,3,1100,0
6,3,1200,0
6,3,1300,0
6,3,1400,0
6,3,1500,0
6,3,1600,0
6,3,1700,0
6,3,1800,0
6,3,1900,0
6,3,2000,0
6,3,2100,0
6,3,2200,0
6,3,2300,0
6,4,0,0
6,4,100,0
6,4,200,0
6,4,300,0
6,4,400,0
6,4,500,0
6,4,600,0
6,4,700,0
6,4,800,0
6,4,900,0
6,4,1000,0
6,4,1100,0
6,4,1200,0
6,4,1300,0
6,4,1400,0
6,4,1500,0
6,4,1600,0
6,4,1700,0
6,4,1800,0
6,4,1900,0
6,4,2000,0
6,4,2100,0
6,4,2200,0
6,4,2300,0
6,5,0,0
6,5,100,0
6,5,200,0
6,5,300,0
6,5,400,0
6,5,500,0
6,5,600,0
6,5,700,0
6,5,800,0
6,5,900,0
6,5,1000,0
6,5,1100,0
6,5,1200,0
6,5,1300,0
6,5,1400,0
6,5,1500,0
6,5,1600,0
6,5,1700,0
6,5,1800,0
6,5,1900,0
6,5,2000,0
6,5,2100,0
6,5,2200,0
6,5,2300,0
6,6,0,0
6,6,100,0
6,6,200,0
6,6,300,0
6,6,400,0
6,6,500,0
6,6,600,0
6,6,700,0
6,6,800,0
6,6,900,0
6,6,1000,2
6,6,1100,0.5
6,6,1200,1
6,6,1300,1
6,6,1400,1.5
6,6,1500,1.5
6,6,1600,3.5
6,6,1700,14.5
6,6,1800,15.5
6,6,1900,5
6,6,2000,1
6,6,2100,1.5
6,6,2200,1
6,6,2300,0.5
6,7,0,0.5
6,7,100,0.5
6,7,200,0.5
6,7,300,0
6,7,400,0
6,7,500,0
6,7,600,0
6,7,700,0
6,7,800,0
6,7,900,0
6,7,1000,0
6,7,1100,0
6,7,1200,0
6,7,1300,0
6,7,1400,0
6,7,1500,0
6,7,1600,0
6,7,1700,0
6,7,1800,0
6,7,1900,0
6,7,2000,0
6,7,2100,0
6,7,2200,0
6,7,2300,0
6,8,0,0
6,8,100,0
6,8,200,0
6,8,300,0
6,8,400,0
6,8,500,0
6,8,600,0
6,8,700,0
6,8,800,0
6,8,900,0
6,8,1000,0
6,8,1100,0
6,8,1200,0
6,8,1300,0
6,8,1400,0
6,8,1500,0
6,8,1600,0
6,8,1700,0
6,8,1800,0
6,8,1900,0
6,8,2000,0
6,8,2100,0
6,8,2200,0
6,8,2300,0
6,9,0,0
6,9,100,0
6,9,200,0
6,9,300,0
6,9,400,0
6,9,500,0
6,9,600,0
6,9,700,0
6,9,800,0
6,9,900,0
6,9,1000,0
6,9,1100,0
6,9,1200,0
6,9,1300,0
6,9,1400,0
6,9,1500,0
6,9,1600,0
6,9,1700,0
6,9,1800,0
6,9,1900,7
6,9,2000,4.5
6,9,2100,0.5
6,9,2200,0
6,9,2300,0
6,10,0,0
6,10,100,0
6,10,200,0
6,10,300,0
6,10,400,0
6,10,500,0
6,10,600,0
6,10,700,0
6,10,800,0
6,10,900,0
6,10,1000,0
6,10,1100,0
6,10,1200,0
6,10,1300,0
6,10,1400,0
6,10,1500,0
6,10,1600,0
6,10,1700,0
6,10,1800,0
6,10,1900,0
6,10,2000,0
6,10,2100,0
6,10,2200,0
6,10,2300,0
6,11,0,0
6,11,100,0
6,11,200,0
6,11,300,0
6,11,400,0
6,11,500,0
6,11,600,0
6,11,700,0
6,11,800,0
6,11,900,0
6,11,1000,0
6,11,1100,0
6,11,1200,0
6,11,1300,0
6,11,1400,0
6,11,1500,0
6,11,1600,0
6,11,1700,0
6,11,1800,0
6,11,1900,0
6,11,2000,0
6,11,2100,0
6,11,2200,0
6,11,2300,0
6,12,0,0
6,12,100,0
6,12,200,0
6,12,300,0
6,12,400,0
6,12,500,0
6,12,600,0
6,12,700,0
6,12,800,0
6,12,900,0
6,12,1000,0
6,12,1100,0
6,12,1200,0
6,12,1300,0
6,12,1400,0
6,12,1500,0
6,12,1600,0
6,12,1700,0
6,12,1800,0
6,12,1900,0
6,12,2000,0
6,12,2100,0
6,12,2200,0
6,12,2300,0
6,13,0,0
6,13,100,0
6,13,200,0
6,13,300,0
6,13,400,0
6,13,500,0
6,13,600,0
6,13,700,0
6,13,800,0
6,13,900,0
6,13,1000,0
6,13,1100,0
6,13,1200,0
6,13,1300,0
6,13,1400,0
6,13,1500,0
6,13,1600,0
6,13,1700,0
6,13,1800,0
6,13,1900,0
6,13,2000,0
6,13,2100,0
6,13,2200,0
6,13,2300,0
6,14,0,0
6,14,100,0
6,14,200,0
6,14,300,0
6,14,400,0
6,14,500,0
6,14,600,0
6,14,700,0
6,14,800,0
6,14,900,0
6,14,1000,0
6,14,1100,0
6,14,1200,0
6,14,1300,0
6,14,1400,0
6,14,1500,0
6,14,1600,0
6,14,1700,0
6,14,1800,0
6,14,1900,0
6,14,2000,0
6,14,2100,0
6,14,2200,0
6,14,2300,0
6,15,0,0
6,15,100,0
6,15,200,0
6,15,300,0
6,15,400,0
6,15,500,0
6,15,600,0
6,15,700,0
6,15,800,0
6,15,900,0
6,15,1000,0
6,15,1100,0
6,15,1200,0
6,15,1300,0
6,15,1400,0
6,15,1500,0
6,15,1600,0
6,15,1700,0
6,15,1800,0
6,15,1900,0
6,15,2000,0
6,15,2100,0
6,15,2200,0
6,15,2300,0
6,16,0,0
6,16,100,0
6,16,200,0
6,16,300,0
6,16,400,0
6,16,500,0
6,16,600,0
6,16,700,0
6,16,800,0
6,16,900,0
6,16,1000,0
6,16,1100,0
6,16,1200,0
6,16,1300,0
6,16,1400,0
6,16,1500,0
6,16,1600,0
6,16,1700,0
6,16,1800,0
6,16,1900,0
6,16,2000,0
6,16,2100,0
6,16,2200,0
6,16,2300,0
6,17,0,0
6,17,100,0
6,17,200,0
6,17,300,0
6,17,400,0
6,17,500,0
6,17,600,0
6,17,700,0
6,17,800,0
6,17,900,0
6,17,1000,0
6,17,1100,0
6,17,1200,0
6,17,1300,0
6,17,1400,0
6,17,1500,0
6,17,1600,0
6,17,1700,0
6,17,1800,0
6,17,1900,0
6,17,2000,0
6,17,2100,0
6,17,2200,0
6,17,2300,0
6,18,0,0
6,18,100,0
6,18,200,0
6,18,300,0
6,18,400,0
6,18,500,0
6,18,600,0
6,18,700,0
6,18,800,0
6,18,900,0.5
6,18,1000,2
6,18,1100,0.5
6,18,1200,0
6,18,1300,0
6,18,1400,0.5
6,18,1500,0.5
6,18,1600,0
6,18,1700,-1
6,18,1800,0
6,18,1900,0
6,18,2000,0
6,18,2100,0
6,18,2200,0
6,18,2300,-1
6,19,0,0
6,19,100,0
6,19,200,0
6,19,300,0
6,19,400,0
6,19,500,0
6,19,600,0
6,19,700,0
6,19,800,0
6,19,900,0
6,19,1000,0
6,19,1100,0
6,19,1200,0
6,19,1300,0
6,19,1400,0
6,19,1500,0
6,19,1600,0
6,19,1700,0
6,19,1800,0
6,19,1900,0
6,19,2000,0
6,19,2100,0
6,19,2200,0
6,19,2300,0
6,20,0,0
6,20,100,0
6,20,200,0
6,20,300,0
6,20,400,0
6,20,500,0
6,20,600,0
6,20,700,0
6,20,800,0
6,20,900,0
6,20,1000,0
6,20,1100,0
6,20,1200,0
6,20,1300,0
6,20,1400,0
6,20,1500,0
6,20,1600,0
6,20,1700,0
6,20,1800,0
6,20,1900,0
6,20,2000,0
6,20,2100,0
6,20,2200,0
6,20,2300,0
6,21,0,0
6,21,100,0
6,21,200,0
6,21,300,0
6,21,400,0
6,21,500,0
6,21,600,0
6,21,700,0
6,21,800,0
6,21,900,0
6,21,1000,0
6,21,1100,0
6,21,1200,0
6,21,1300,0
6,21,1400,0
6,21,1500,0
6,21,1600,0
6,21,1700,0
6,21,1800,0
6,21,1900,0
6,21,2000,0
6,21,2100,0
6,21,2200,0
6,21,2300,0
6,22,0,0
6,22,100,0
6,22,200,0
6,22,300,0
6,22,400,0
6,22,500,0
6,22,600,0
6,22,700,0
6,22,800,0
6,22,900,0
6,22,1000,0
6,22,1100,0
6,22,1200,0
6,22,1300,0
6,22,1400,0
6,22,1500,0
6,22,1600,0
6,22,1700,0
6,22,1800,0
6,22,1900,0
6,22,2000,0
6,22,2100,0
6,22,2200,0
6,22,2300,0
6,23,0,0
6,23,100,0
6,23,200,0
6,23,300,0
6,23,400,0
6,23,500,0
6,23,600,0
6,23,700,0
6,23,800,0
6,23,900,0
6,23,1000,0
6,23,1100,0
6,23,1200,0
6,23,1300,0
6,23,1400,0
6,23,1500,0
6,23,1600,0
6,23,1700,0
6,23,1800,0
6,23,1900,0
6,23,2000,0
6,23,2100,0
6,23,2200,0
6,23,2300,0
6,24,0,0
6,24,100,0
6,24,200,0
6,24,300,0
6,24,400,0
6,24,500,0
6,24,600,0
6,24,700,0
6,24,800,0
6,24,900,0
6,24,1000,0
6,24,1100,0
6,24,1200,0
6,24,1300,0
6,24,1400,0
6,24,1500,0
6,24,1600,0
6,24,1700,0
6,24,1800,0
6,24,1900,0
6,24,2000,0
6,24,2100,0
6,24,2200,0
6,24,2300,0
6,25,0,0
6,25,100,0
6,25,200,0
6,25,300,0
6,25,400,0
6,25,500,0
6,25,600,0
6,25,700,0
6,25,800,0
6,25,900,0
6,25,1000,0
6,25,1100,0
6,25,1200,0
6,25,1300,0
6,25,1400,0
6,25,1500,0
6,25,1600,0
6,25,1700,0
6,25,1800,0
6,25,1900,0
6,25,2000,0
6,25,2100,0
6,25,2200,0
6,25,2300,0
6,26,0,0
6,26,100,0
6,26,200,0
6,26,300,0
6,26,400,0
6,26,500,0
6,26,600,0
6,26,700,0
6,26,800,0
6,26,900,0
6,26,1000,0
6,26,1100,0
6,26,1200,0
6,26,1300,0
6,26,1400,0
6,26,1500,0
6,26,1600,0
6,26,1700,0
6,26,1800,0
6,26,1900,0
6,26,2000,0.5
6,26,2100,0.5
6,26,2200,0
6,26,2300,0
6,27,0,0
6,27,100,0
6,27,200,0
6,27,300,0
6,27,400,0
6,27,500,0
6,27,600,0
6,27,700,0
6,27,800,0
6,27,900,0
6,27,1000,0
6,27,1100,0
6,27,1200,0
6,27,1300,0
6,27,1400,0
6,27,1500,0
6,27,1600,0
6,27,1700,0.5
6,27,1800,2
6,27,1900,0
6,27,2000,0
6,27,2100,0
6,27,2200,0
6,27,2300,0
6,28,0,0
6,28,100,0
6,28,200,0
6,28,300,0
6,28,400,0
6,28,500,0
6,28,600,0
6,28,700,0
6,28,800,0
6,28,900,0
6,28,1000,0
6,28,1100,0
6,28,1200,0
6,28,1300,0
6,28,1400,0
6,28,1500,0.5
6,28,1600,0
6,28,1700,0.5
6,28,1800,0
6,28,1900,0.5
6,28,2000,0.5
6,28,2100,1
6,28,2200,0
6,28,2300,0
6,29,0,0
6,29,100,0
6,29,200,0
6,29,300,0
6,29,400,0
6,29,500,0
6,29,600,0
6,29,700,0
6,29,800,0
6,29,900,0
6,29,1000,0
6,29,1100,0
6,29,1200,0
6,29,1300,0
6,29,1400,0
6,29,1500,0
6,29,1600,0
6,29,1700,0
6,29,1800,0
6,29,1900,0
6,29,2000,0
6,29,2100,0
6,29,2200,0
6,29,2300,0
6,30,0,0
6,30,100,0
6,30,200,0
6,30,300,0
6,30,400,0
6,30,500,0
6,30,600,0
6,30,700,0
6,30,800,0
6,30,900,0
6,30,1000,0
6,30,1100,0
6,30,1200,0
6,30,1300,0
6,30,1400,0
6,30,1500,0
6,30,1600,0
6,30,1700,0
6,30,1800,0
6,30,1900,0
6,30,2000,0
6,30,2100,0
6,30,2200,0
6,30,2300,0
7,1,0,0
7,1,100,0
7,1,200,0
7,1,300,0
7,1,400,0
7,1,500,0
7,1,600,0
7,1,700,0
7,1,800,0
7,1,900,0
7,1,1000,0
7,1,1100,0
7,1,1200,0
7,1,1300,0
7,1,1400,0
7,1,1500,0
7,1,1600,0
7,1,1700,0
7,1,1800,0
7,1,1900,0
7,1,2000,0
7,1,2100,0
7,1,2200,0
7,1,2300,0
7,2,0,0
7,2,100,0
7,2,200,0
7,2,300,0
7,2,400,0
7,2,500,0
7,2,600,0
7,2,700,0
7,2,800,0
7,2,900,0
7,2,1000,0
7,2,1100,0
7,2,1200,0
7,2,1300,0
7,2,1400,0
7,2,1500,0
7,2,1600,0
7,2,1700,0
7,2,1800,0
7,2,1900,0
7,2,2000,0
7,2,2100,0
7,2,2200,0
7,2,2300,0
7,3,0,0
7,3,100,0
7,3,200,0
7,3,300,0
7,3,400,0
7,3,500,0
7,3,600,0
7,3,700,0
7,3,800,0
7,3,900,0
7,3,1000,0
7,3,1100,0
7,3,1200,0
7,3,1300,0
7,3,1400,0
7,3,1500,0
7,3,1600,0
7,3,1700,0
7,3,1800,0
7,3,1900,0
7,3,2000,0
7,3,2100,0
7,3,2200,0
7,3,2300,0
7,4,0,0
7,4,100,0
7,4,200,0
7,4,300,0
7,4,400,0
7,4,500,0
7,4,600,0
7,4,700,0
7,4,800,0
7,4,900,0
7,4,1000,0
7,4,1100,0
7,4,1200,0
7,4,1300,0
7,4,1400,0
7,4,1500,0
7,4,1600,0
7,4,1700,0
7,4,1800,0
7,4,1900,0
7,4,2000,0
7,4,2100,0
7,4,2200,0
7,4,2300,0
7,5,0,0
7,5,100,0
7,5,200,0
7,5,300,0
7,5,400,0
7,5,500,0
7,5,600,0
7,5,700,0
7,5,800,0
7,5,900,0
7,5,1000,0
7,5,1100,0
7,5,1200,0
7,5,1300,0
7,5,1400,0
7,5,1500,0
7,5,1600,0
7,5,1700,0
7,5,1800,0
7,5,1900,0
7,5,2000,0
7,5,2100,0
7,5,2200,0
7,5,2300,0
7,6,0,0
7,6,100,0
7,6,200,0
7,6,300,0
7,6,400,0
7,6,500,0
7,6,600,0
7,6,700,0
7,6,800,0
7,6,900,0
7,6,1000,0
7,6,1100,0
7,6,1200,0
7,6,1300,0
7,6,1400,0
7,6,1500,0
7,6,1600,0
7,6,1700,0
7,6,1800,0
7,6,1900,0
7,6,2000,0
7,6,2100,0
7,6,2200,0
7,6,2300,0
7,7,0,0
7,7,100,0
7,7,200,0
7,7,300,0
7,7,400,0
7,7,500,0
7,7,600,0
7,7,700,0
7,7,800,0
7,7,900,0
7,7,1000,0
7,7,1100,0
7,7,1200,0
7,7,1300,0
7,7,1400,0
7,7,1500,0
7,7,1600,0
7,7,1700,0
7,7,1800,0
7,7,1900,0
7,7,2000,0
7,7,2100,0
7,7,2200,0
7,7,2300,0
7,8,0,0
7,8,100,0
7,8,200,0
7,8,300,0
7,8,400,0
7,8,500,0
7,8,600,0
7,8,700,0
7,8,800,0
7,8,900,0
7,8,1000,0
7,8,1100,0
7,8,1200,0
7,8,1300,0
7,8,1400,0
7,8,1500,0
7,8,1600,0
7,8,1700,0
7,8,1800,0
7,8,1900,0
7,8,2000,0
7,8,2100,0
7,8,2200,0
7,8,2300,0
7,9,0,0
7,9,100,0
7,9,200,0
7,9,300,0
7,9,400,0
7,9,500,0
7,9,600,0
7,9,700,0
7,9,800,0
7,9,900,0
7,9,1000,0
7,9,1100,0
7,9,1200,0
7,9,1300,0
7,9,1400,0
7,9,1500,0
7,9,1600,0
7,9,1700,0
7,9,1800,0
7,9,1900,0
7,9,2000,0
7,9,2100,0
7,9,2200,0
7,9,2300,0
7,10,0,0
7,10,100,0
7,10,200,0
7,10,300,0
7,10,400,0
7,10,500,0
7,10,600,0
7,10,700,0
7,10,800,0
7,10,900,0
7,10,1000,1.5
7,10,1100,1.5
7,10,1200,1
7,10,1300,1.5
7,10,1400,0
7,10,1500,0
7,10,1600,0
7,10,1700,0
7,10,1800,0.5
7,10,1900,0
7,10,2000,0
7,10,2100,0
7,10,2200,0
7,10,2300,0
7,11,0,0
7,11,100,0
7,11,200,0
7,11,300,0
7,11,400,0
7,11,500,0
7,11,600,0
7,11,700,0
7,11,800,0
7,11,900,0
7,11,1000,0
7,11,1100,0
7,11,1200,0
7,11,1300,0
7,11,1400,-1
7,11,1500,0
7,11,1600,0
7,11,1700,0
7,11,1800,0
7,11,1900,0
7,11,2000,0
7,11,2100,0
7,11,2200,0
7,11,2300,0
7,12,0,0
7,12,100,0
7,12,200,0
7,12,300,0
7,12,400,0
7,12,500,0
7,12,600,0
7,12,700,0
7,12,800,0
7,12,900,0
7,12,1000,0
7,12,1100,0
7,12,1200,0
7,12,1300,0
7,12,1400,0
7,12,1500,0
7,12,1600,0
7,12,1700,0.5
7,12,1800,0
7,12,1900,0
7,12,2000,0
7,12,2100,0.5
7,12,2200,0
7,12,2300,0
7,13,0,0
7,13,100,0
7,13,200,0
7,13,300,0
7,13,400,0
7,13,500,0
7,13,600,0
7,13,700,0
7,13,800,0
7,13,900,0
7,13,1000,0
7,13,1100,0
7,13,1200,0
7,13,1300,0
7,13,1400,0
7,13,1500,0
7,13,1600,0
7,13,1700,0
7,13,1800,0
7,13,1900,0
7,13,2000,0
7,13,2100,0
7,13,2200,0
7,13,2300,0
7,14,0,0
7,14,100,0
7,14,200,0
7,14,300,0
7,14,400,0
7,14,500,0
7,14,600,0
7,14,700,0
7,14,800,0
7,14,900,0
7,14,1000,0
7,14,1100,0
7,14,1200,0
7,14,1300,0
7,14,1400,0
7,14,1500,0
7,14,1600,0
7,14,1700,0
7,14,1800,0
7,14,1900,0
7,14,2000,0
7,14,2100,0
7,14,2200,0
7,14,2300,0
7,15,0,0
7,15,100,0
7,15,200,0
7,15,300,0
7,15,400,0
7,15,500,0
7,15,600,0
7,15,700,0
7,15,800,0
7,15,900,0
7,15,1000,0
7,15,1100,5
7,15,1200,0.5
7,15,1300,0
7,15,1400,0
7,15,1500,0
7,15,1600,0
7,15,1700,0
7,15,1800,0
7,15,1900,0
7,15,2000,0
7,15,2100,0
7,15,2200,0
7,15,2300,0
7,16,0,0
7,16,100,0
7,16,200,0
7,16,300,5.5
7,16,400,0
7,16,500,0
7,16,600,0
7,16,700,0
7,16,800,0
7,16,900,0
7,16,1000,0
7,16,1100,0
7,16,1200,0
7,16,1300,0
7,16,1400,0
7,16,1500,0
7,16,1600,0
7,16,1700,0
7,16,1800,0
7,16,1900,0
7,16,2000,0
7,16,2100,0
7,16,2200,0
7,16,2300,0
7,17,0,0
7,17,100,0
7,17,200,0
7,17,300,0
7,17,400,0
7,17,500,0
7,17,600,0
7,17,700,0
7,17,800,0
7,17,900,0
7,17,1000,0
7,17,1100,0
7,17,1200,0
7,17,1300,0
7,17,1400,0
7,17,1500,0
7,17,1600,0
7,17,1700,0
7,17,1800,0
7,17,1900,0
7,17,2000,0
7,17,2100,0
7,17,2200,0
7,17,2300,0
7,18,0,0
7,18,100,0
7,18,200,0
7,18,300,0
7,18,400,0
7,18,500,0
7,18,600,0
7,18,700,0
7,18,800,0
7,18,900,0
7,18,1000,0
7,18,1100,0
7,18,1200,0
7,18,1300,0
7,18,1400,0
7,18,1500,0
7,18,1600,0
7,18,1700,0
7,18,1800,0
7,18,1900,0
7,18,2000,0
7,18,2100,0
7,18,2200,0
7,18,2300,0
7,19,0,0
7,19,100,0
7,19,200,0
7,19,300,0
7,19,400,0
7,19,500,0
7,19,600,0
7,19,700,0
7,19,800,0
7,19,900,0
7,19,1000,0
7,19,1100,0
7,19,1200,0
7,19,1300,0
7,19,1400,0
7,19,1500,0
7,19,1600,0
7,19,1700,0
7,19,1800,0
7,19,1900,0
7,19,2000,0
7,19,2100,0
7,19,2200,0.5
7,19,2300,2
7,20,0,1
7,20,100,0
7,20,200,0
7,20,300,0
7,20,400,0
7,20,500,0
7,20,600,0
7,20,700,0
7,20,800,1
7,20,900,0
7,20,1000,0
7,20,1100,0
7,20,1200,0
7,20,1300,0
7,20,1400,0
7,20,1500,0
7,20,1600,1
7,20,1700,0
7,20,1800,1
7,20,1900,1
7,20,2000,0.5
7,20,2100,0
7,20,2200,0.5
7,20,2300,0.5
7,21,0,0
7,21,100,0.5
7,21,200,0
7,21,300,0.5
7,21,400,0
7,21,500,0
7,21,600,0
7,21,700,0
7,21,800,0
7,21,900,0
7,21,1000,0
7,21,1100,0
7,21,1200,0
7,21,1300,0
7,21,1400,0
7,21,1500,0
7,21,1600,0
7,21,1700,0
7,21,1800,0
7,21,1900,0
7,21,2000,0
7,21,2100,0
7,21,2200,0
7,21,2300,0
7,22,0,0
7,22,100,0
7,22,200,0
7,22,300,0
7,22,400,0
7,22,500,0
7,22,600,0
7,22,700,0
